prod_id,Average Rating,Ratings Count
B000XQK2OU,4.0,1
B00004W3YX,5.0,1
B000068UY7,4.0,1
B000GE9XQ2,4.0,1
B0002UB2Q4,4.0,1
B00004Y7CF,5.0,1
B000MTXFXS,4.0,1
B00004Z5CQ,5.0,1
B000N385QK,4.0,1
B000N204EW,4.0,1
B000MXYCM2,4.0,1
B000MX1QXA,4.0,1
B00BCPIFC2,4.0,1
B00005ATZO,5.0,1
B000GX31G6,4.0,1
B0002KR9GG,4.0,1
B00005QFZF,5.0,1
B000H859RE,4.0,1
B0002KR13M,4.0,1
B00005NWQN,5.0,1
B00005NVPW,5.0,1
B000N433W0,4.0,1
B00F3UHZ50,4.0,1
B0000DD7P2,4.0,1
B0000ULJWS,4.0,1
B0000CD7K9,4.0,1
B00BB0ZTMM,4.0,1
B00004Z5L8,5.0,1
B00F9VPDJI,4.0,1
B00005137P,5.0,1
B00F9FCW7K,4.0,1
B00005ARK4,5.0,1
B00005115S,5.0,1
B00E8CIGCA,4.0,1
B0000510T7,5.0,1
B00005105N,5.0,1
B000NW3M2S,4.0,1
B000NW0Y9W,4.0,1
B000050XL7,5.0,1
B000NVAFZQ,4.0,1
B0002P19PS,4.0,1
B00B9EYZJI,4.0,1
B00004Z7G9,5.0,1
B00004Z6KW,5.0,1
B0002OD3JY,4.0,1
B000GJF76W,4.0,1
B00FDXLM2Y,4.0,1
B0002KMQJ6,4.0,1
B00BC4QMVE,4.0,1
B00F25Z0FS,4.0,1
B000NAQRN6,4.0,1
B00CEZJT2E,4.0,1
B00005LE76,5.0,1
B00EB7812C,4.0,1
B00005KB24,5.0,1
B000OSZA44,4.0,1
B0002WTK48,4.0,1
B00005BMSN,5.0,1
B00CGUMR2Q,4.0,1
B00005B6TI,5.0,1
B000MF4I7O,4.0,1
B00005AY8Q,5.0,1
B00B7DUAU4,4.0,1
B00005AWCL,5.0,1
B000P0PF9G,4.0,1
B000P0PF96,4.0,1
B000P0NJPS,4.0,1
B00FGMY4JA,4.0,1
B000OH56ZS,4.0,1
B000OH36ZK,4.0,1
B000G3FNVM,4.0,1
B00004TEN2,5.0,1
B00B7IR426,4.0,1
B0000AE68O,4.0,1
B000GZUN9W,4.0,1
B0000DC0T4,4.0,1
B00005NCWK,5.0,1
B0000DZEZB,4.0,1
B000H312RK,4.0,1
B000N5PYQM,4.0,1
B0000DJEK7,4.0,1
B000N53SJM,4.0,1
B0000DK3I4,4.0,1
B00F3ZN2W0,4.0,1
B00005NBR6,5.0,1
B00005N5WW,5.0,1
B000G65R60,4.0,1
B000OQB76G,4.0,1
B000OOZVD8,4.0,1
B00E5Z3R6A,4.0,1
B00005ATZN,5.0,1
B000OMR00C,4.0,1
B0000AE66P,4.0,1
B000OKH7I4,4.0,1
B000HKJKBS,4.0,1
B000HKIPVE,4.0,1
B000X9O8SI,4.0,1
B00ATE7W7G,4.0,1
B000UZC35K,4.0,1
B00006JU62,5.0,1
B000087NBV,4.0,1
B00006JPWT,5.0,1
B00006JPRQ,5.0,1
B000HE8KU6,4.0,1
B000UEFVHS,4.0,1
B00006OLCT,5.0,1
B000089GN4,4.0,1
B00006JPES,5.0,1
B00AVSSKLW,4.0,1
B000EOOQUW,4.0,1
B00BHHBV5I,4.0,1
B00016UVHU,4.0,1
B00AVZO9A6,4.0,1
B00008N6VM,4.0,1
B000EN8A7S,4.0,1
B000UE8JWM,4.0,1
B00006IR39,5.0,1
B000V8RCTS,4.0,1
B00006RHZG,5.0,1
B000V0IE66,4.0,1
B00007GPI1,5.0,1
B0001A967W,4.0,1
B00007EDZ7,4.0,1
B00007FSB9,5.0,1
B00BJOZNV2,4.0,1
B000KBKBBM,4.0,1
B0001D3JXG,4.0,1
B000VE4MM2,4.0,1
B00006LHO7,4.0,1
B00006LK1O,4.0,1
B00007AKDP,5.0,1
B00GCG9WTG,4.0,1
B000VB5MZG,4.0,1
B000VAIMF4,4.0,1
B00CPV9YOU,4.0,1
B00BJPRI1Y,4.0,1
B0000775AA,5.0,1
B000071A7U,4.0,1
B00006JPEA,5.0,1
B000LD14PQ,4.0,1
B00DYOUGSU,4.0,1
B00007IFJY,4.0,1
B000WBDD56,4.0,1
B00006412G,5.0,1
B0006PUDQK,4.0,1
B000063TJY,5.0,1
B000063EJW,5.0,1
B0006OCP0I,4.0,1
B000063574,5.0,1
B000E5XLZM,4.0,1
B000WJ313W,4.0,1
B000WKPHHO,4.0,1
B00CTEV9SW,4.0,1
B0006TIEZS,4.0,1
B000E1DSAE,4.0,1
B00005UKBG,5.0,1
B00EEOSZK0,4.0,1
B0006TIA0C,4.0,1
B00005TQKQ,5.0,1
B00005T406,5.0,1
B000E204LY,4.0,1
B000WBJDUA,4.0,1
B000KQQUQW,4.0,1
B000WG3ZU4,4.0,1
B000E8OVNK,4.0,1
B000EN0K94,4.0,1
B000UVZ5TA,4.0,1
B00006JPDF,5.0,1
B000UTQOEW,4.0,1
B000UOAJR0,4.0,1
B00006JLOS,5.0,1
B00007KDX6,4.0,1
B000UNVNJY,4.0,1
B00006IS65,5.0,1
B00006LIOM,5.0,1
B000UMRWCC,4.0,1
B00006B8BS,5.0,1
B000KKKDAC,4.0,1
B000VE7GQQ,4.0,1
B000EFIJTA,4.0,1
B00006I5O0,4.0,1
B00006B82N,5.0,1
B00006B82A,5.0,1
B0000659UN,5.0,1
B00006HVLW,4.0,1
B0000CBJ8J,4.0,1
B000EIZJF4,4.0,1
B0001BVD1S,4.0,1
B0011E35VA,4.0,1
B0011B9F1M,4.0,1
B00006I5TD,5.0,1
B00006I5RA,5.0,1
B00006I5JC,5.0,1
B00128HHZA,4.0,1
B00006HZ0K,5.0,1
B000BR0MFK,4.0,1
B000BWSQ2G,4.0,1
B000BREQN4,4.0,1
B00HOJAVDG,4.0,1
B00BQ9FY0A,4.0,1
B000I04WWY,4.0,1
B00006HYP6,5.0,1
B00006ICIW,5.0,1
B001207YMY,4.0,1
B00A4A3SNW,4.0,1
B0011ZPKVM,4.0,1
B00126PHV8,4.0,1
B00A7MFRHC,4.0,1
B000BWRIE8,4.0,1
B0011MVWZ8,4.0,1
B0002GFORQ,4.0,1
B000069E1V,4.0,1
B00006B828,4.0,1
B00004TDN0,5.0,1
B00GSPW2QG,4.0,1
B00004TDLD,5.0,1
B000X1TS54,4.0,1
B00EVUOKDS,4.0,1
B00AI07F1Y,4.0,1
B000066R6M,4.0,1
B00004T1XK,5.0,1
B0000665P5,4.0,1
B000JLWFNA,4.0,1
B00005T3VT,4.0,1
B0011X8IKE,4.0,1
B00004SD88,5.0,1
B00005QI59,5.0,1
B0011UEUOA,4.0,1
B00005QXWI,5.0,1
B00006HQR8,5.0,1
B00ERVP4C2,4.0,1
B00005V8R8,4.0,1
B00006HOKR,5.0,1
B0000632T3,4.0,1
B00006DY6M,5.0,1
B00A9LHLQ6,4.0,1
B0000635UX,4.0,1
B00111V2Y0,4.0,1
B000063BGY,4.0,1
B000063CWO,4.0,1
B0001LS0ZU,4.0,1
B00CXFJPJC,4.0,1
B00BLTW48U,4.0,1
B0006U3A1U,4.0,1
B000U96EW4,4.0,1
B00006BXBS,5.0,1
B000EHUR3O,4.0,1
B00EYTI0TG,4.0,1
B00006BBAB,5.0,1
B000EHYG9K,4.0,1
B000V1VG4W,4.0,1
B00006B938,5.0,1
B00CYSHUG8,4.0,1
B00006IJO4,5.0,1
B0002EQUL2,4.0,1
B00005Y7DP,4.0,1
B000BY8BW4,4.0,1
B00A9S3OMY,4.0,1
B00HC3YXRO,4.0,1
B0010WP46M,4.0,1
B000C77XSS,4.0,1
B00006HOAN,5.0,1
B0000645C8,4.0,1
B0007M610Y,4.0,1
B00DQZT38G,4.0,1
B0000645RH,4.0,1
B0000658CD,4.0,1
B00CWIRMRC,4.0,1
B000065BPA,4.0,1
B00006FMPP,5.0,1
B00C2ALYII,4.0,1
B00HCVJDP8,4.0,1
B000063CWP,4.0,1
B0000633EO,4.0,1
B0001MKTZS,4.0,1
B00ESYW4G2,4.0,1
B000WKPHI8,4.0,1
B0000C8VF9,4.0,1
B00BBAFUNA,4.0,1
B0009MFQ12,4.0,1
B000I98ZQY,4.0,1
B0000952XU,5.0,1
B00009V3CG,5.0,1
B00009UTCA,5.0,1
B00009R9EO,5.0,1
B00001OWYM,4.0,1
B0017KZ8Y0,4.0,1
B00178TVPY,4.0,1
B00009R96C,5.0,1
B00BTKGHDE,4.0,1
B00009R8EK,5.0,1
B00005AB9R,4.0,1
B0013PXV4S,4.0,1
B000B0NC2W,4.0,1
B000IZ7BDG,4.0,1
B009Y68QIY,4.0,1
B00005A9AU,4.0,1
B000AKX10G,4.0,1
B00178JC1C,4.0,1
B0009RNYQG,4.0,1
B00001P4ZR,4.0,1
B0018BZJNS,4.0,1
B00000IGBF,4.0,1
B0009NEUOA,4.0,1
B000085BCX,5.0,1
1400501776,4.0,1
B0018EFGTM,4.0,1
B0009N9PJA,4.0,1
B0009PTBZ6,4.0,1
B000083CUA,5.0,1
B0009N5MDI,4.0,1
B00171MWU2,4.0,1
B00172M8HS,4.0,1
B0009IRUKG,4.0,1
B00001ZT4H,4.0,1
B00009VS6P,5.0,1
B00001W0DH,4.0,1
B00001W0DD,4.0,1
B00008ZPED,5.0,1
B0009RWK7K,4.0,1
B009XNBFJK,4.0,1
B00189JVCA,4.0,1
B000I3C6CE,4.0,1
B000IXP932,4.0,1
B000B622CW,4.0,1
B00D3K7UZW,4.0,1
B0001WXTF0,5.0,1
B000J1BRY8,4.0,1
B009YSSTDY,4.0,1
B0007ZFLYI,4.0,1
B00D3XV3C0,4.0,1
B0001VWIR6,5.0,1
B00BSREPRS,4.0,1
B0013GJIBC,4.0,1
B0001VWHH2,5.0,1
B00EOAHPNW,4.0,1
B0014C0IAK,4.0,1
B0001VQEYY,5.0,1
B00BV9Y604,4.0,1
B0001PFQAI,5.0,1
B00153T624,4.0,1
B0001NA3S0,5.0,1
B0013ITQA8,4.0,1
B00D3F7H0K,4.0,1
B000BDG3HU,4.0,1
B0000D80D3,5.0,1
B000816CEY,4.0,1
B0014176XI,4.0,1
B009X3V8EW,4.0,1
B00141AZR2,4.0,1
B00083PGFS,4.0,1
B00083XXQM,4.0,1
B00009R6FV,5.0,1
B00BUZ0K68,4.0,1
B00009QSET,5.0,1
B00005AR4L,4.0,1
B000095S9V,5.0,1
B009YYSDSO,4.0,1
B0012ZO3F0,4.0,1
B00007LTB6,5.0,1
B00134VVKU,4.0,1
B0000CE1VP,5.0,1
B009ZO3OSC,4.0,1
B000BFO320,4.0,1
B00005BABT,4.0,1
B009XIQ8LU,4.0,1
B00DGM6BBG,4.0,1
B00186YU4W,4.0,1
B000085ZKV,5.0,1
B0000B3ALF,5.0,1
B00EKXB110,4.0,1
B00D7RA080,4.0,1
B0000B3ALD,5.0,1
B000A2BLEC,4.0,1
B00160TYR8,4.0,1
B0000AZK4D,5.0,1
B00009VSBE,5.0,1
B0009EXWJS,4.0,1
B00009V6U0,5.0,1
B000A3XRSO,4.0,1
B00008WMBT,5.0,1
B00008W7LS,5.0,1
B00IWA1MNE,4.0,1
B000I634WC,4.0,1
B0016GRFYG,4.0,1
B00008VIX2,5.0,1
B00008VFCS,5.0,1
B000I5ZC3W,4.0,1
B0015YKWW6,4.0,1
B00EL0EIGC,4.0,1
B0012YSSRK,4.0,1
B000BJHH1K,4.0,1
B0012Y0BIE,4.0,1
B0000AZ67Z,5.0,1
B00DQGBABI,4.0,1
B00A1ZRL88,4.0,1
B00D1W5MM0,4.0,1
B0000BZM56,5.0,1
B00005NGQF,4.0,1
B000JJM7S0,4.0,1
B00HRLSSKO,4.0,1
B000BI1XNE,4.0,1
B0000BZ2WA,5.0,1
B0000BYRIN,5.0,1
B0000BYBVT,5.0,1
B000BKLNHS,4.0,1
B0002AZNKA,4.0,1
B00DQHZYXW,4.0,1
B0000BVDM7,5.0,1
B000MVEC10,4.0,1
B0016LDZ36,4.0,1
B0016MF7W2,4.0,1
B0016P5ASK,4.0,1
B009SPUWYC,4.0,1
B000087L9H,5.0,1
B009T65WXG,4.0,1
B009T5FY44,4.0,1
B00170H0O6,4.0,1
B000023VW2,4.0,1
B00171HK6S,4.0,1
B00DGHKK7M,4.0,1
B00000J4FS,4.0,1
B0017QA5PG,4.0,1
B009PK9SB8,4.0,1
B0009ORXE8,4.0,1
B00DESFHX0,4.0,1
B00JKCH4X0,4.0,1
B00000J3Q7,4.0,1
B00JM59JPG,4.0,1
B00DGBVMAW,4.0,1
B00000J1EP,4.0,1
B000087BXU,5.0,1
B000086EYG,5.0,1
B00D7CWSCG,4.0,1
B00004Z0BO,4.0,1
B000087NBW,5.0,1
B0015LPBCK,4.0,1
B00ITD5NV6,4.0,1
B00008T1TZ,5.0,1
B009TLA7P4,4.0,1
B0015F0A8G,4.0,1
B000979258,4.0,1
B00DKWSC1E,4.0,1
B00008X5DF,5.0,1
B0015GVQEC,4.0,1
B0015HOFZI,4.0,1
B000IHBZHC,4.0,1
B00D77U5US,4.0,1
B0009BB644,4.0,1
B0015IL57I,4.0,1
B000IF80ZE,4.0,1
B000IF4TPY,4.0,1
B00D78PZE8,4.0,1
B00008AWL2,5.0,1
B00ISIG690,4.0,1
B00004T0RC,4.0,1
B0000899ZB,5.0,1
B001541R5W,4.0,1
B001542X5K,4.0,1
B0001MQUOM,5.0,1
B0000DHVN3,5.0,1
B000T8PTLI,4.0,1
B00C8T5KOW,4.0,1
B000165AS0,4.0,1
B000ERD6HS,4.0,1
B00008W7LN,4.0,1
B000ES8C2G,4.0,1
B000LTNIZE,4.0,1
B0000DIET2,5.0,1
B00008Y1BX,4.0,1
B0000DCRHA,5.0,1
B00AWLRLYK,4.0,1
B0000DBJ8A,5.0,1
B0001FV3AK,5.0,1
B00065L5TE,4.0,1
B00AWKBZ0M,4.0,1
B00012FVYM,5.0,1
B000HE6OAE,4.0,1
B000TG6WVG,4.0,1
B000165C10,4.0,1
B000167OAC,4.0,1
B0000DYV9H,5.0,1
B000P8Z3MM,4.0,1
B0000Y2WY8,5.0,1
B0000XMSNO,5.0,1
B000FIH0ZA,4.0,1
B000FHAXPA,4.0,1
B000MANFIC,4.0,1
B000MD40N8,4.0,1
B0000U9H40,5.0,1
B00009VSG6,4.0,1
B000FHD7PI,4.0,1
B0002ZPF6W,4.0,1
B000FI2EAG,4.0,1
B00011KLOI,5.0,1
B000PF886S,4.0,1
B000PDR27G,4.0,1
B0000TO0BQ,5.0,1
B000R3BTDC,4.0,1
B00E19AX4O,4.0,1
B000R4HDTU,4.0,1
B0001FI49I,5.0,1
B0001F347K,5.0,1
B0001DZ38U,5.0,1
B0001AU6H6,5.0,1
B000SAB34O,4.0,1
B00012OJ22,5.0,1
B00007JDRV,5.0,1
B000RZUUWG,4.0,1
B000652SZO,4.0,1
B00009L1UX,4.0,1
B00CKYVYI6,4.0,1
B00009KAPX,4.0,1
B00AY1FIGG,4.0,1
B00009KYCN,4.0,1
B000RT8CM2,4.0,1
B00005A1KZ,5.0,1
B000059MSI,5.0,1
B000EP5MOA,4.0,1
B00FBSFYAC,4.0,1
B000GP5F04,4.0,1
B00BCXF6O4,4.0,1
B00F9YYHSI,4.0,1
B000051SHL,5.0,1
B00013BNLQ,5.0,1
B00B5HE32I,4.0,1
B000RNG3WO,4.0,1
B00013J89K,5.0,1
B000TQ4D8K,4.0,1
B000TMI07O,4.0,1
B000ETTFRG,4.0,1
B00016566G,4.0,1
B000167KPQ,5.0,1
B000165ARQ,5.0,1
B000RJTZZ0,4.0,1
B000165AOY,5.0,1
B00AZ9T3OU,4.0,1
B00064XR5K,4.0,1
B000EXT5AY,4.0,1
B000EXU4YK,4.0,1
B00BFIJQ10,4.0,1
B0001656FW,5.0,1
B00013M6NU,5.0,1
B00B0O18NI,4.0,1
B00009R6VZ,4.0,1
B00013M6NK,5.0,1
B000R7X80U,4.0,1
B00013J86I,5.0,1
B000051SGX,5.0,1
B00CGW74YU,4.0,1
B0002YE6G8,4.0,1
B0014GXCBI,4.0,1
B0001GAMQK,5.0,1
B0001G6U5W,5.0,1
B0014JIKH6,4.0,1
B000I4RFO2,4.0,1
B0001LTT64,5.0,1
B000AU5N2A,4.0,1
B00004ZC9V,4.0,1
B0001GZ87I,5.0,1
B0001G6U3Y,5.0,1
B0001YXWVO,5.0,1
B0002A0206,5.0,1
B00029U13A,5.0,1
B00ID2HI8O,4.0,1
B00004Z5VS,4.0,1
B0014T4S86,4.0,1
B00028OP2Y,5.0,1
B0014YFC18,4.0,1
B0001Y7Z4Y,5.0,1
B000AY0IT4,4.0,1
B000IN72KK,4.0,1
B0002A6YVC,4.0,1
B00004YRVY,4.0,1
B00004Y7TD,4.0,1
B0001MKU48,5.0,1
B0001M4E72,5.0,1
B00IJD3QTC,4.0,1
B009WT2VKM,4.0,1
B0015AFONW,4.0,1
B0001M47F6,5.0,1
B00DLZWCV6,4.0,1
B009USEFBI,4.0,1
B0001LS3EI,5.0,1
B000IJ9O8W,4.0,1
B0015AQLJI,4.0,1
B0015BYQJE,4.0,1
B0001HKIJK,5.0,1
B009VXUFLG,4.0,1
B0001H29OW,5.0,1
B00086HTMI,4.0,1
B0014YXM9M,4.0,1
B0002855KK,5.0,1
B00BQA5BWU,4.0,1
B00B2HH7G0,4.0,1
B000M4KXF6,4.0,1
B00CJKW4WQ,4.0,1
B00B2166BS,4.0,1
B00009R98A,4.0,1
B000F5FKHI,4.0,1
B000M4HLCE,4.0,1
B0001ZA4PA,5.0,1
B000234I6C,5.0,1
B000FCSXBQ,4.0,1
B000FD8MJS,4.0,1
B000PD73P2,4.0,1
B00B59NO5S,4.0,1
B000PCVF3E,4.0,1
B000FJEYZS,4.0,1
B00009YW8B,4.0,1
B000FJUMWC,4.0,1
B0001FV30K,5.0,1
B00011KHTM,5.0,1
B000117DF8,5.0,1
B000HAOVGM,4.0,1
B00B1V5QRO,4.0,1
B000117DEY,5.0,1
B00020M1U0,5.0,1
B000QYZZFK,4.0,1
B00025O7LQ,5.0,1
B00E3AKF1C,4.0,1
B000QFLWAG,4.0,1
B00025O7FC,5.0,1
B000M4LXIW,4.0,1
B000246ST6,5.0,1
B000HCMTJG,4.0,1
B00EZPCX1A,4.0,1
B000Q8621C,4.0,1
B000FBF08Q,4.0,1
B00023JJV6,5.0,1
B000Q76LBY,4.0,1
B0002375F8,5.0,1
B000234I5I,5.0,1
B000231D1K,5.0,1
B00EZBS38Q,4.0,1
B00CK4OZGO,4.0,1
B00022RV9E,5.0,1
B00022AH6I,5.0,1
B000219896,5.0,1
B000E5BL18,4.0,1
B0002GUBIS,4.0,1
B00CRXZSYQ,4.0,1
B000ENTFDG,5.0,1
B0082PVK8Q,4.0,1
B002TQYSN8,4.0,1
B00328HR4Y,4.0,1
B000EN81ZE,5.0,1
B0032ANC00,4.0,1
B002TLT10S,4.0,1
B000EPHSLK,5.0,1
B00832SKWM,4.0,1
B0032ANC5U,4.0,1
B0082PRPIA,4.0,1
B0082B9NHK,4.0,1
B002P5KOXG,4.0,1
B000F4C2AM,5.0,1
B000F4CTUK,5.0,1
B002LBQWMG,4.0,1
B000F6SR0O,5.0,1
B000FVVKQM,5.0,1
B0032ANC8M,4.0,1
B0031RGEVI,4.0,1
B0031RGETU,4.0,1
B002U4QP9O,4.0,1
B0032UWTGI,4.0,1
B0033AIW7M,4.0,1
B000EPJNHW,5.0,1
B00820A7SU,4.0,1
B000F3VHV8,5.0,1
B0033WSDYC,4.0,1
B000EPJLGK,5.0,1
B0088RIV1W,4.0,1
B0034CTWLE,4.0,1
B0081UUYWA,4.0,1
B000EPHQNA,5.0,1
B002SPG2HK,4.0,1
B0034LNR7A,4.0,1
B0034XGLLM,4.0,1
B0034XIMG4,4.0,1
B000EOUYH6,5.0,1
B000EON3WY,5.0,1
B002TI71HQ,4.0,1
B0031KF7QS,4.0,1
B008EQ1ZQK,4.0,1
B0032JRRXO,4.0,1
B000FVCOGW,5.0,1
B002L6HDR4,4.0,1
B000FHFPHG,5.0,1
B003EYW0FW,4.0,1
B002LITT5Q,4.0,1
B003F5C0PK,4.0,1
B000FGCUSE,5.0,1
B003FQ2X56,4.0,1
B003GZ828I,4.0,1
B003DQPE40,4.0,1
B002LIU42S,4.0,1
B007OWQGTG,4.0,1
B003KIEM3U,4.0,1
B008GFHP5O,4.0,1
B003KQMBU8,4.0,1
B003L13A7K,4.0,1
B007NKGA5Y,4.0,1
B000FCP1NO,5.0,1
B000FBSREU,5.0,1
B003LZ4LBK,4.0,1
B000FFISV8,5.0,1
B000FHQTNU,5.0,1
B000FI5OZ8,5.0,1
B002M22C3M,4.0,1
B002L6HDOC,4.0,1
B007PU2X6C,4.0,1
B002L5QGQ4,4.0,1
B000FPIUBQ,5.0,1
B007PPZ2I8,4.0,1
B002L0VNXK,4.0,1
B000FL9E6K,5.0,1
B002KPGMXW,4.0,1
B007POCCBY,4.0,1
B008FC8DFY,4.0,1
B002LARBZE,4.0,1
B002KNE4R0,4.0,1
B008EPJZC2,4.0,1
B003DVP7CE,4.0,1
B000FIY08U,5.0,1
B000FIDTYG,5.0,1
B008DVSJL0,4.0,1
B007R8U5QW,4.0,1
B003EHT6YC,4.0,1
B000FU2AMG,5.0,1
B000EPNES6,5.0,1
B00313JCUC,4.0,1
B0030UH2J4,4.0,1
B002PAQXAE,4.0,1
B000H92BTM,5.0,1
B002P8LZ68,4.0,1
B002P8LZ36,4.0,1
B000H91K7Q,5.0,1
B002PY7P02,4.0,1
B0036WT4JW,4.0,1
B000H866BM,5.0,1
B002PAW6AU,4.0,1
B007ZHAYL6,4.0,1
B0037FSYQC,4.0,1
B002QQ8IO6,4.0,1
B002QQ8EKO,4.0,1
B0037G2BMY,4.0,1
B000H84LBE,5.0,1
B002QDQ67A,4.0,1
B000H6CBA4,5.0,1
B002Q8IHEK,4.0,1
B007ZFP3MS,4.0,1
B002PKYOY6,4.0,1
B000HARTYI,5.0,1
B002PU9PY0,4.0,1
B000HGSL4E,5.0,1
B0081EC08M,4.0,1
B000HGMMH6,5.0,1
B0035FZJM6,4.0,1
B0035IV81E,4.0,1
B000HGGA24,5.0,1
B0089MVZDW,4.0,1
B0089OG84Q,4.0,1
B002RWJD98,4.0,1
B000HDMUU8,5.0,1
B0081HGDGE,4.0,1
B0038FNIBW,4.0,1
B000HDL05O,5.0,1
B0038JED7Q,4.0,1
B000HDJXMQ,5.0,1
B007XJG4F6,4.0,1
B0038OLL2Q,4.0,1
B008B1125W,4.0,1
B007XJG42E,4.0,1
B0037TEO3K,4.0,1
B0037W6692,4.0,1
B002Q5N21G,4.0,1
B0037WNONS,4.0,1
B0086YQI30,4.0,1
B0083YIGXI,4.0,1
B000F2JUOK,5.0,1
B002ZE4TDI,4.0,1
B002WB433U,4.0,1
B0085IZNJW,4.0,1
B000F1TD2A,5.0,1
B000F0DUT8,5.0,1
B002W4RPD2,4.0,1
B002X2F2N8,4.0,1
B000F007K8,5.0,1
B002XVVIQE,4.0,1
B002XYUHFY,4.0,1
B002Y27P4Q,4.0,1
B0085WMATO,4.0,1
B0084ZY3QK,4.0,1
B000EVS4YE,5.0,1
B002VH3FQG,4.0,1
B000EQ5HSK,5.0,1
B0030S18HS,4.0,1
B007MLSGHE,4.0,1
B0083E5GUE,4.0,1
B000G1O7DE,5.0,1
B002Q3L1ZC,4.0,1
B000H3B6EO,5.0,1
B002Q0WN48,4.0,1
B000H0K8VY,5.0,1
B002P3KY7Y,4.0,1
B002VF41RU,4.0,1
B002V5M5E6,4.0,1
B00871PHES,4.0,1
B000H0IKA0,5.0,1
B000GZ6ZQW,5.0,1
B002ZWU33U,4.0,1
B00302DNZ4,4.0,1
B00304DZ7I,4.0,1
B000H97UC0,5.0,1
B0083R9QQG,4.0,1
B0030BZDUI,4.0,1
B000G3KLPA,5.0,1
B0030CHI14,4.0,1
B002UBPBTC,4.0,1
B000G1D8HU,5.0,1
B000FB44VA,5.0,1
B000FA07NK,5.0,1
B000F8XGJO,5.0,1
B0006DPMU4,5.0,1
B0056ENTVC,4.0,1
B0055U6X4M,4.0,1
B009AU2JT6,4.0,1
B0055UEJWK,4.0,1
B00564TF4W,4.0,1
B0006BK4ZY,5.0,1
B009AYVNMQ,4.0,1
B0006GBD5O,5.0,1
B00069BVIK,5.0,1
B001FA1NFA,4.0,1
B009APC0S6,4.0,1
B00068B9RE,5.0,1
B00067KZBQ,5.0,1
B00066UTBS,5.0,1
B001FBM0OW,4.0,1
B001FBL2SW,4.0,1
B001FB6S4K,4.0,1
B00068YUPM,5.0,1
B0006GCCO0,5.0,1
B005Z451S2,4.0,1
B0055PH0XA,4.0,1
B003BWWLWY,4.0,1
B003BYRO2Y,4.0,1
B008CXYPE4,4.0,1
B003BYROQA,4.0,1
B0006MVJUW,5.0,1
B002N5CV8Y,4.0,1
B003CFB8T2,4.0,1
B0006HU4OO,5.0,1
B008D1RMGI,4.0,1
B007SLDF7O,4.0,1
B002MY8ENM,4.0,1
B004ECZJDS,4.0,1
B002WH3QLE,4.0,1
B001UE6MIY,4.0,1
B009AU2JPU,4.0,1
B0006HU4DK,5.0,1
B0055E6TY2,4.0,1
B001FA0FTK,4.0,1
B005Z452U4,4.0,1
B001FAACHK,4.0,1
B0053V17DK,4.0,1
B0060GEWFC,4.0,1
